"","Concerned.with.homicide.investigations","Concerned.with.treatment.of.juveniles","Concerned.with.response.time","Concerned.with.human.rights","Concerned.with.crime.victim","Concerned.other","If.monitor.bad.apples","If.monitor.help.public","If.monitor.help.leadership","If.monitor.communicate.success","If.monitor.other"
"358","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"359","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"360","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"361","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"362","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"363","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"364","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"365","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"366","Homicide investigations","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"367","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
